Year,Quarter,Month,Day,Country/Region,Aircraft Manufacturer,Aircraft,Location,Operator,Sum of Ground,Sum of Fatalities (air),Sum of Aboard,Date
1929,Qtr 2,1,24,United States,Ford,Ford 5 At,st. paul minnesota,Airlines Orient Northwest,0.0,1.0,8.0,1929-01-24
1929,Qtr 2,1,29,Germany,Dornier,Domier Delphin Iii (Flying Boat)D 1620,near lindau bavaria,Germany Bodensee Aerolloyd,0.0,5.0,5.0,1929-01-29
1929,Qtr 2,1,29,United States,Travel Air,Travel Air 4000Nc5435,columbus ohio,Lines Air Continental,0.0,1.0,1.0,1929-01-29
1929,Qtr 3,1,11,Unknown,Lockheed,Lockheed 5 Veganc870E,clovis new,Airlines States MexicoMiddle,0.0,4.0,4.0,1929-01-11
1929,Qtr 3,1,24,Unknown,Fokker Fg,Fokker Fg Iid 757,elm germany,Lufthansa Deutsche,0.0,4.0,5.0,1929-01-24
1929,Qtr 3,1,24,Unknown,Kalinin,Kalinin K 4Cccp,sochi russia,Ukvozduchput,0.0,1.0,1.0,1929-01-24
1929,Qtr 3,1,2,United States,Lockheed,Lockheed Veganr859E,needles california,Aviators Associated,0.0,1.0,2.0,1929-01-02
1929,Qtr 3,1,3,Unknown,Ford,Ford 5 At,mt. taylor near,New Mexico          Grants Trans Continental Air Transport,0.0,8.0,8.0,1929-01-03
1929,Qtr 3,1,6,Unknown,De Havilland,De Havilland Dh 66 Herculesg,jask iran,Airways Imperial,0.0,3.0,5.0,1929-01-06
1929,Qtr 3,1,14,Unknown,Latécoère,Latecoere 25F Aiuj,north atlantic oceanaeropostale,Unknown,0.0,6.0,6.0,1929-01-14
1929,Qtr 3,1,14,Canada,Travel Air,Travel Air 6000Cf Abe,saint catharines ontario,Skyways,0.0,6.0,6.0,1929-01-14
1929,Qtr 3,1,17,United States,Fairchild,Fairchild 71,jacumba california,Airways Pickwick,0.0,1.0,2.0,1929-01-17
1929,Qtr 3,1,17,United States,Pitcairn,Pitcairn Pa 6 Mailwing,mt lamentation connecticut,Transport Air Colonial,0.0,1.0,1.0,1929-01-17
1929,Qtr 3,1,17,Unknown,Latécoère,Latecoere 25 3,off larache morocco,Aeropostale,0.0,5.0,5.0,1929-01-17
1929,Qtr 4,1,26,Unknown,Short Calcutta,Short Calcutta (Flying Boat)G Aadn,off spezia italy,Airways Imperial,0.0,7.0,7.0,1929-01-26
1929,Qtr 4,1,29,United States,Boeing-Stearman,Stearman C 38,mount vernon ohio,Lines Air Continental,0.0,1.0,1.0,1929-01-29
1929,Qtr 4,1,31,United States,Loening,Loening C 2Cnc9158,off bremerton washington,Lines Air Gorst / Taxi Air Bremerton-Seattle,0.0,2.0,2.0,1929-01-31
1929,Qtr 4,1,4,Unknown,Lockheed,Lockheed Vega 5Nc46M,cerro del carbon mexico,Transportes de Aeronautica Corp.,0.0,4.0,4.0,1929-01-04
1929,Qtr 4,1,6,United Kingdom,Junkers,Junkers G 24D,near godstone surrey,England Deutsche Lufthansa,0.0,7.0,8.0,1929-01-06
1929,Qtr 4,1,16,Unknown,Liore,Liore Et Olivier 190F Aigb,off corsica france,Union Air,0.0,3.0,3.0,1929-01-16
1929,Qtr 4,1,20,Unknown,Savbia,Savoia Marchetti S55I Taco,terranova pausania east,Mediterranea Aerea Società SardiniaS.A.M.,0.0,1.0,12.0,1929-01-20
1929,Qtr 4,1,30,United States,Boeing-Stearman,Stearman M 2 Speedmailnc8199,vancouver washington,Lines Air Varney,0.0,1.0,1.0,1929-01-30
1929,Qtr 4,1,2,United States,Douglas,Douglas M 3Nc789,chagrin falls ohio,Transport Air National,0.0,1.0,1.0,1929-01-02
1929,Qtr 4,1,19,Unknown,Arado,Arado V1D 1594,near berlin germany,Lufthansa Deutsche,0.0,2.0,3.0,1929-01-19
1929,Qtr 4,1,30,United States,Travel Air,Travel Air B6000,amarillo texas,Transport Air Continental Trans,0.0,5.0,5.0,1929-01-30
1930,Qtr 1,1,2,United States,Uknown,,off venice california?,Unknown,0.0,10.0,10.0,1930-01-02
1930,Qtr 1,1,10,United States,Boeing,Boeing 95Nc184E,brawnson nebraska,Transport Air Boeing,0.0,1.0,1.0,1930-01-10
1930,Qtr 1,1,13,Unknown,Farman,Farman 190F Ajjk,antananarivo madagascar,Orient Air,0.0,3.0,3.0,1930-01-13
1930,Qtr 1,1,19,United States,Ford,Ford 5 At,oceanside california,Airlines Maddux,0.0,16.0,16.0,1930-01-19
1930,Qtr 1,1,25,Spain,Latécoère,Latecoere 25F Ajcl,off ceuta spain,Aeropostale,0.0,2.0,2.0,1930-01-25
1930,Qtr 1,1,27,United States,Travel Air,Travel Air A6000A,kansas city missouri,Corporation) Aviation (Universal Airlines  Central,0.0,5.0,5.0,1930-01-27
1930,Qtr 1,1,3,United States,Pitcairn,Pitcairn Pa 6 Mailwingnc801H,hartford connecticut,Transport Air Colonial,0.0,1.0,1.0,1930-01-03
1930,Qtr 1,1,10,Unknown,Farman,Farman F 63F,marden england,Union Air,0.0,2.0,6.0,1930-01-10
1930,Qtr 2,1,18,Unknown,Fairchild,Fairchild 71Nc9148,jersey city new,Airways Colonial JerseyCanadian,0.0,4.0,4.0,1930-01-18
1930,Qtr 2,1,10,Unknown,Latécoère,Latecoere 28F Ajpd,buenos aires argentina,Aeropostale,0.0,3.0,4.0,1930-01-10
1930,Qtr 2,1,5,United States,Ford,Ford Tri Motor 5Nc9675,boston massachusetts,Transport Air Colonial,0.0,1.0,15.0,1930-01-05
1930,Qtr 3,1,7,Unknown,Dornier,Dornier Wald 864,bornholm denmark,Lufthansa Deutsche,0.0,5.0,8.0,1930-01-07
1930,Qtr 3,1,10,United States,Lockheed,Lockheed Vega 5Nc 394H,arkansas pass texas,Airways Cross,0.0,5.0,5.0,1930-01-10
1930,Qtr 3,1,21,United States,Junkers,Junkers F 13Geg,near meopham kent,England Walcot Air Line,0.0,6.0,6.0,1930-01-21
1930,Qtr 3,1,22,Unknown,Ford,Ford 5 At,iglau czechoslovakia,Aerolinie Ceskoslovenske,0.0,10.0,11.0,1930-01-22
1930,Qtr 3,1,11,Unknown,SABCA,Sabca F Viioo,croydon england,Sabena,0.0,2.0,2.0,1930-01-11
1930,Qtr 3,1,25,Canada,Boeing,Boeing 40Cf Ain,edmonton alberta,Canada Western Canada Airways,0.0,3.0,3.0,1930-01-25
1930,Qtr 4,1,5,Unknown,Royal Airship Works,Royal Airship Works R 101G,near beauvais france,Ministry Air British - Military,0.0,48.0,54.0,1930-01-05
1930,Qtr 4,1,6,Unknown,Messerschmitt,Messerschmitt M 20Bd,dresden germany,Lufthansa Deutsche,0.0,8.0,8.0,1930-01-06
1930,Qtr 4,1,12,Unknown,Latécoère,Latecoere 28F Ajuu,la rache morocco,Aeropostale,0.0,4.0,4.0,1930-01-12
1930,Qtr 4,1,13,Unknown,De Havilland,De Havilland Dh.80 Puss Mothvh Upc,perth australia,Ltd Wings,0.0,3.0,3.0,1930-01-13
1930,Qtr 4,1,28,Unknown,Lockheed,Lockheed Veganc103W,prince rupert bc,Canada Alaska-Washington Airways,0.0,3.0,3.0,1930-01-28
1930,Qtr 4,1,30,Unknown,Handley Page,Handley Page W 8G,near neufchatel france,Airways Imperial,0.0,3.0,6.0,1930-01-30
1930,Qtr 4,1,30,India,Pitcairn,Pitcairn Pa 6 Mailwing,brookston indiana,Company Riddle Embry,0.0,1.0,1.0,1930-01-30
1930,Qtr 4,1,7,Brazil,Junkers,Junkers G 24P,off of santos brazil,Condor Syndicato,0.0,1.0,9.0,1930-01-07
1930,Qtr 4,1,18,United States,Boeing,Boeing 40Nc5340,techachapi mountains california,Transport Air Pacific,0.0,3.0,3.0,1930-01-18
1930,Qtr 4,1,9,China,Loening,Loening C W Air Yaht,shanghai china,Corporation Aviation National China,0.0,4.0,6.0,1930-01-09
1931,Qtr 1,1,8,Unknown,Fokker,Fokker F Viioo,melle belgium,Sabena,0.0,2.0,2.0,1931-01-08
1931,Qtr 1,1,22,United States,Boeing,Boeing 40Nc741K,bluff mountain washington,Lines Air Varney,0.0,1.0,1.0,1931-01-22
1931,Qtr 1,1,8,Unknown,Desoutter,Desoutter Iizk Aca,wairoa new,Lines Air ZealandDominion,0.0,3.0,3.0,1931-01-08
1931,Qtr 1,1,20,Canada,Fokker,Fokker Universal F 14,bagot manitoba,Canada Western Canada Airways,0.0,2.0,3.0,1931-01-20
1931,Qtr 1,1,24,Unknown,Latécoère,Latecoere 32F Aitx,off spainaeropostale,Unknown,0.0,1.0,3.0,1931-01-24
1931,Qtr 1,1,21,Unknown,Avro,Avro 10Vh Umf,new south wales australia,Airways National Australian,0.0,8.0,8.0,1931-01-21
1931,Qtr 1,1,31,United States,Fokker,Fokker F10A Trimotornc 999,bazaar kansas,Air Western and Continental Trans,0.0,8.0,8.0,1931-01-31
1931,Qtr 2,1,14,Unknown,Messerschmitt,Messerschmitt M 20D,near letschen germany,Lufthansa Deutsche,0.0,2.0,10.0,1931-01-14
1931,Qtr 2,1,5,United States,Boeing,Boeing 40Nc5390,burbank california,Transport Air Pacific,0.0,2.0,2.0,1931-01-05
1931,Qtr 2,1,22,Unknown,Junkers,Junkers W 34Vh,wampit australia,Airways Guiena,0.0,1.0,1.0,1931-01-22
1931,Qtr 2,1,24,United States,Boeing,Boeing 95Nc397E,bellefonte pennsylvania,Transport Air National,0.0,1.0,1.0,1931-01-24
1931,Qtr 2,1,7,Unknown,Fokker,Fokker F Viibph,near sandoway burma,Orient Air,0.0,4.0,4.0,1931-01-07
1931,Qtr 2,1,11,United States,Lockheed,Lockheed Vega 2Nc857E,walbridge ohio,Service Flying Rubner,0.0,2.0,3.0,1931-01-11
1931,Qtr 2,1,13,Unknown,Dornier,Dornier Merkurd 1455,saarbrucken germany,Lufthansa Deutsche,0.0,4.0,4.0,1931-01-13
1931,Qtr 3,1,12,United States,Lockheed,Lockheed Veganc8497,chicago illinois,Airlines Braniff,0.0,2.0,2.0,1931-01-12
1931,Qtr 3,1,14,Unknown,Lasco,Lasco Lascowlvh Ugf,temora australia,Services Aerial Australian,0.0,2.0,2.0,1931-01-14
1931,Qtr 3,1,21,United States,Pitcairn,Pitcairn Pa 6 Mailwing,centralia illinois,Airways American,0.0,1.0,1.0,1931-01-21
1931,Qtr 3,1,24,Unknown,Fokker,Fokker F Viif,kurudjevo bulgaria,CIDNA,0.0,7.0,7.0,1931-01-24
1931,Qtr 3,1,9,United States,Ford,Ford 5 At,cincinnati ohio,Airways American,0.0,6.0,6.0,1931-01-09
1931,Qtr 3,1,14,United States,Lockheed,Lockheed Veganc606,chicago illinois,Airways Chicago-Detroit,0.0,1.0,1.0,1931-01-14
1931,Qtr 3,1,15,Romania,Fokker,Fokker F Viib,near craiova oltenia,Romania CIDNA,0.0,6.0,6.0,1931-01-15
1931,Qtr 3,1,16,United States,Boeing,Boeing 40Nc10347,oakland california,Transport Air Pacific,0.0,4.0,4.0,1931-01-16
1931,Qtr 4,1,6,Unknown,Heinkel,Heinkel He 2D,novia scotia canada,Lufthansa Deutsche,0.0,3.0,3.0,1931-01-06
1931,Qtr 4,1,14,Unknown,Dornier,Dornier Walp Balsa,brazilsyndicato condor,Unknown,0.0,3.0,3.0,1931-01-14
1931,Qtr 4,1,5,Unknown,Lockheed,Lockheed Orion 9Nc12221,camden new,Phil.          JerseyNY,0.0,5.0,5.0,1931-01-05
1931,Qtr 4,1,13,Unknown,De Havilland,De Havilland Dh.80Zs Acd,sir lowry's pass south,Airways AfricaUnion,0.0,3.0,3.0,1931-01-13
1931,Qtr 4,1,23,United States,Boeing,Boeing 40Nc7465,salt lake city utah,Transport Air Boeing,0.0,1.0,1.0,1931-01-23
1931,Qtr 4,1,24,China,Stinson,Stinson,near tsinan china,Corporation Aviation National China,0.0,3.0,3.0,1931-01-24
1931,Qtr 4,1,26,United States,Boeing,Boeing 40Nc10338,pasco washington,Lines Air Varney,0.0,1.0,1.0,1931-01-26
1931,Qtr 4,1,5,United States,Lockheed,Lockheed Vega 5Nc433E,kewanee illinois,Airways Braniff,0.0,2.0,6.0,1931-01-05
1931,Qtr 4,1,6,Unknown,Fokker,Fokker F Viib,bangkok thailand,Airlines Dutch Royal KLM,0.0,5.0,7.0,1931-01-06
1931,Qtr 4,1,9,Unknown,Cams,Cams 56F Aiox,off algiersaeropostale,Unknown,0.0,2.0,2.0,1931-01-09
1931,Qtr 4,1,31,United States,Fairchild,Fairchild Pilgrim 100A,springfield ohio,Airways American,0.0,4.0,5.0,1931-01-31
1932,Qtr 1,1,21,United States,Stinson,Stinson Sm 2Anc443H,colvin park ilinois,Airways Northwest,0.0,1.0,1.0,1932-01-21
1932,Qtr 1,1,29,United States,Stinson,Stinson Sm 6000Bnc10813,lebec california,Lines Pacific Century,0.0,8.0,8.0,1932-01-29
1932,Qtr 1,1,1,United States,Fairchild,Fairchild,off miami florida,Airways Bimini,0.0,5.0,5.0,1932-01-01
1932,Qtr 1,1,2,United States,Boeing,Boeing 40 Nc291,rio vista california,Transport Air Boeing,0.0,1.0,2.0,1932-01-02
1932,Qtr 1,1,2,United States,Boeing-Stearman,Stearman C 3Mbnc6411,marcellus michigan,Airlines Transamerican,0.0,1.0,1.0,1932-01-02
1932,Qtr 1,1,27,Brazil,Latécoère,Latecoere 28F Ajox,off setiba brazil,Aeropostale,0.0,3.0,3.0,1932-01-27
1932,Qtr 1,1,8,United States,Stinson,Stinson Sm 6000Bnc11122,saint louis illinois,Lines Air Century,0.0,3.0,5.0,1932-01-08
1932,Qtr 1,1,19,United States,Fokker,Fokker F 10Anc652E,calimesa california,Airways American,0.0,7.0,7.0,1932-01-19
1932,Qtr 1,1,21,United States,Northrop,Northrop Alpha 3Nc966Y,steubenville ohio,Air Western and Continental Trans,0.0,1.0,1.0,1932-01-21
1932,Qtr 1,1,29,Unknown,Farman,Farman F 190F,rutbah wells iraq,Orient Air,0.0,3.0,3.0,1932-01-29
1932,Qtr 1,1,31,United States,Boeing,Boeing 95Nc191E,bedford ohio,Transport Air National,0.0,1.0,1.0,1932-01-31
1932,Qtr 2,1,21,India,Boeing-Stearman,Stearman C 3Mbnc6412,fort wayne indiana,Airlines Transamerica,0.0,1.0,1.0,1932-01-21
1932,Qtr 2,1,16,United States,Boeing,Boeing 40Nc5589,burbank california,Transport Air Pacific,0.0,3.0,3.0,1932-01-16
1932,Qtr 2,1,30,United States,Boeing,Boeing 40Nc830M,portland oregon,Lines Air Varney,0.0,1.0,2.0,1932-01-30
1932,Qtr 3,1,16,Unknown,Ford,Ford 5 At,mount el plomo near,Chile          Vitacura Panagra,0.0,9.0,9.0,1932-01-16
1932,Qtr 3,1,12,Unknown,Cams,Cams 53F Aiqy,beyrouth lebanon,Orient Air,0.0,0.0,7.0,1932-01-12
1932,Qtr 3,1,31,Unknown,Junkers,Junkers G 23Se,tubergen germany,Aerotransport B A,0.0,2.0,2.0,1932-01-31
1932,Qtr 3,1,8,United States,Fokker,Fokker F 10Nc9716,salt flats texas,Airways American,0.0,3.0,4.0,1932-01-08
1932,Qtr 3,1,17,Unknown,Liore,Liore Et,selsdon park england,Union Air,0.0,1.0,2.0,1932-01-17
1932,Qtr 3,1,18,Unknown,De Havilland,De Havilland Dh 80Vh,byron bay australia,Airways England New,0.0,3.0,3.0,1932-01-18
1932,Qtr 4,1,12,Unknown,Latécoère,Latecoere 28F Ajip,port etienne mauritania,Aeropostale,0.0,1.0,1.0,1932-01-12
1932,Qtr 4,1,26,Unknown,Ford,Ford Tri Motor 5,villa monte bolivia,Boliviano Aero Lloyd,0.0,2.0,2.0,1932-01-26
1932,Qtr 4,1,29,Unknown,Junkers,Junkers W 33 D,ramsgate england,Lufthansa Deutsche,0.0,2.0,2.0,1932-01-29
1932,Qtr 4,1,2,Unknown,Junkers,Junkers F 13D,echterpfuhl germany,Lufthansa Deutsche,0.0,5.0,5.0,1932-01-02
1932,Qtr 4,1,25,United States,Travel Air,Travel Air 6000 Nc369M,marianna arkansas,Airways Hunter,0.0,2.0,2.0,1932-01-25
1932,Qtr 4,1,14,United States,Boeing,Boeing 40Nc281,rocky ridge colorado,Transport Air Boeing,0.0,1.0,1.0,1932-01-14
1932,Qtr 4,1,14,United States,Ford,Ford 5Nc9650,amarillo texas,Air Western and Continental Trans,0.0,2.0,2.0,1932-01-14
1932,Qtr 4,1,26,Unknown,De Havilland,De Havilland Dh 60Vh,wau australia,Airways Guinea,0.0,1.0,1.0,1932-01-26
1933,Qtr 1,1,10,Unknown,Cams,Cams 53F Aisv,algiersaeropostale,Unknown,0.0,1.0,3.0,1933-01-10
1933,Qtr 1,1,14,Unknown,Curtiss Condor,Curtiss Condor 18Nc185H,newark new,Transport Air JerseyEastern,0.0,2.0,2.0,1933-01-14
1933,Qtr 1,1,20,Unknown,Boeing-Stearman,Stearman 4N490W,marietta georgia,Airways American,0.0,1.0,1.0,1933-01-20
1933,Qtr 1,1,20,United States,Boeing-Stearman,Stearman 4Nc11721,bourne texas,Airways American,0.0,1.0,1.0,1933-01-20
1933,Qtr 1,1,24,United States,Ford,Ford 5 At,eugene oregon,Transport Air Pacific,0.0,2.0,3.0,1933-01-24
1933,Qtr 1,1,11,Unknown,Fairchild,Fairchild Fc 2Wnc9723,near mendoza argentina,Airways Grace American Pan,0.0,2.0,2.0,1933-01-11
1933,Qtr 1,1,25,United States,Lockheed,Lockheed Orion 9Nc12226,hayward california,Airlines Varney,11.0,3.0,3.0,1933-01-25
1933,Qtr 1,1,28,Unknown,Armstrong Whitworth,Armstrong Whitworth Argosy Iig Aaci,near dixmude belgium,Airways Imperial,0.0,15.0,15.0,1933-01-28
1933,Qtr 2,1,3,Unknown,Junkers,Junkers F 13D,hemkenrode germany,Lufthansa Deutsche,0.0,1.0,2.0,1933-01-03
1933,Qtr 2,1,4,Unknown,Goodyear Aerospace,Goodyear Zeppelin U.S.S. Akron (Airship)Zrs,off barnegat new,Navy U.S. - JerseyMilitary,0.0,73.0,76.0,1933-01-04
1933,Qtr 2,1,23,Italy,Cams,Cams 53 1F,near castrovillari calabria,Italy Air Orient,0.0,5.0,8.0,1933-01-23
1933,Qtr 2,1,29,Unknown,Junkers,Junkers W 34D,traunstein germany,Eurasia,0.0,4.0,4.0,1933-01-29
1933,Qtr 2,1,9,Spain,Latécoère,Latecoere 28 1F,near viladrau spain,Company Tecoere La - Aeropostale,0.0,6.0,6.0,1933-01-09
1933,Qtr 2,1,4,United States,Pitcairn,Pitcairns Pa 6,bowling green virginia,Transport Air Eastern,0.0,1.0,1.0,1933-01-04
1933,Qtr 2,1,11,United States,Sikorsky,Sikorsky S 38B (Flying Boat)Nc,glenview illinois,Palwaukee,0.0,9.0,9.0,1933-01-11
1933,Qtr 3,1,18,Unknown,Cmasa Wal,Cmasa Wal (Flying Boat)I Azee,aegean seasocieta anonima aero expresso italiana,Unknown,0.0,6.0,6.0,1933-01-18
1933,Qtr 3,1,29,Unknown,Ford,Ford 5 At,quay new,Air Western and Continental MexicoTrans,0.0,5.0,5.0,1933-01-29
1933,Qtr 3,1,12,Serbia,Farman,Farman F 306Yu,near ljubljana yugoslavia,Aeroput,0.0,8.0,8.0,1933-01-12
1933,Qtr 4,1,10,India,Boeing,Boeing 247Nc13304,chesterton indiana,Lines Air United,0.0,10.0,10.0,1933-01-10
1933,Qtr 4,1,31,Unknown,Farman,Farman F 301F,etobon france,France Air,0.0,2.0,5.0,1933-01-31
1933,Qtr 4,1,9,United States,Boeing,Boeing 247Nc13345,portland oregon,Lines Air United,0.0,4.0,10.0,1933-01-09
1933,Qtr 4,1,10,Unknown,Northrop,Northrop Deltanc12292,moriarty new,Air Western and Continental MexicoTrans,0.0,0.0,1.0,1933-01-10
1933,Qtr 4,1,20,China,Stinson,Stinson,near tsinan china,Corporation Aviation National China,0.0,8.0,8.0,1933-01-20
1933,Qtr 4,1,21,Unknown,Kalinin,Kalinin K 7,near kharkov ukraine,USSRKalinin,0.0,14.0,20.0,1933-01-21
1933,Qtr 4,1,24,United States,Boeing,Boeing 247Nc13324,wedron illinois,Transport Air National,0.0,2.0,2.0,1933-01-24
1933,Qtr 4,1,11,Unknown,Focke-Wulf,Focke Wulf A,hamburg germany,Lufthansa Deutsche,0.0,6.0,10.0,1933-01-11
1933,Qtr 4,1,14,Unknown,Junkers,Junkers W 34Zs,eshowe south,Airways AfricaUnion,0.0,5.0,6.0,1933-01-14
1933,Qtr 4,1,30,Unknown,Avro,Avro 10G Ablu,near ruysselede belgium,Airways Imperial,0.0,10.0,10.0,1933-01-30
1934,Qtr 1,1,15,Unknown,Dewoitine,Dewoitine D 332F,corbigny france,France Air,0.0,14.0,14.0,1934-01-15
1934,Qtr 1,1,20,Unknown,Breguet,Breguet 280Tf Ajkx,carombe france,France Air,0.0,2.0,2.0,1934-01-20
1934,Qtr 1,1,23,United States,Boeing,Boeing 247Nc13357,near salt lake city utah,Company Aircraft Boeing,0.0,8.0,8.0,1934-01-23
1934,Qtr 1,1,26,Unknown,Latécoère,Latécoère 28F Ajpa,rio de oro morocco,France Air,0.0,1.0,6.0,1934-01-26
1934,Qtr 1,1,6,United States,Fairchild,Fairchild Pilgrim 100Anc710Y,petersburg illinois,Airways American,0.0,4.0,4.0,1934-01-06
1934,Qtr 1,1,10,Unknown,Sikorsky,Sikorsky S 38 Flying Boatnc,pereira colombia,(Scadta) Airways American Pan,0.0,5.0,6.0,1934-01-10
1934,Qtr 1,1,22,Unknown,Ford,Ford 5 At,near lima peru,Airlines Grace American Pan,0.0,3.0,15.0,1934-01-22
1934,Qtr 2,1,10,China,Sikorsky,Sikorsky S 38Bbnv17V,ningpo bay china,Corporation Aviation National China,0.0,3.0,3.0,1934-01-10
1934,Qtr 2,1,9,Unknown,Wibault,Wibault 282Tf Amhp,english channelair france,Unknown,0.0,6.0,6.0,1934-01-09
1934,Qtr 2,1,31,Unknown,Liore,Liore Et,croydon england,France Air,0.0,2.0,2.0,1934-01-31
1934,Qtr 2,1,9,Unknown,Curtiss Condor,Curtiss Condor T 32Nc12354,mongaup mountain new,Airways YorkAmerican,0.0,7.0,7.0,1934-01-09
1934,Qtr 2,1,11,Unknown,Ford,Ford 5 At,junin argentina,Panagra,0.0,6.0,10.0,1934-01-11
1934,Qtr 2,1,22,Unknown,Dornier,Dornier Merkurd 1445,chausseehausen germany,Lufthansa Deutsche,0.0,1.0,7.0,1934-01-22
1934,Qtr 2,1,23,United States,Lockheed,Lockheed Orionxa Bej,burbank california,Service Air Centrales Aerevias,0.0,1.0,1.0,1934-01-23
1934,Qtr 3,1,9,United States,Lockheed,Lockheed Veganc32E,san bernardino california,Services Air United,0.0,3.0,4.0,1934-01-09
1934,Qtr 3,1,27,Unknown,Curtiss,Curtiss At 32C Condorch,near tuttlingen germany,Swissair,0.0,12.0,12.0,1934-01-27
1934,Qtr 3,1,5,Brazil,Latécoère,Latecoere 26F Ailk,bahia brazil,France Air,0.0,2.0,2.0,1934-01-05
1934,Qtr 3,1,10,China,Sikorsky,Sikorsky S 38B,ningbo china,Corporation Aviation National China,0.0,0.0,0.0,1934-01-10
1934,Qtr 3,1,31,United States,Stinson,Stinson Sm 6000Bnc11118,amazonia missouri,Transport Air Rapid,0.0,5.0,5.0,1934-01-31
1934,Qtr 4,1,2,Unknown,De Havilland,De Havilland 89 Dragon Rapideg Acpm,english channelhillman's airways,Unknown,0.0,7.0,7.0,1934-01-02
1934,Qtr 4,1,3,Unknown,De Havilland,De Havilland Dh 50Avh,near winton australia,Qantas,0.0,3.0,3.0,1934-01-03
1934,Qtr 4,1,19,Unknown,De Havilland,De Havilland Dh 86Vh,bass strait australia,Airways Holymans,0.0,11.0,11.0,1934-01-19
1934,Qtr 4,1,2,Unknown,De Havilland,De Havilland Dh 61Vh,kiapit australia,Service Transport Air Holdens,0.0,2.0,4.0,1934-01-02
1934,Qtr 4,1,15,Unknown,De Havilland,De Havilland Dh 86Vh,near longreach australia,Qantas,0.0,4.0,4.0,1934-01-15
1934,Qtr 4,1,15,United States,Stinson,Stinson Sm 6000,amazonia montana,Transport Air Rapid,0.0,2.0,2.0,1934-01-15
1934,Qtr 4,1,7,Unknown,Junkers,Junkers F 13D,salchau germany,Lufthansa Deutsche,0.0,3.0,3.0,1934-01-07
1934,Qtr 4,1,8,United States,Lockheed,Lockheed Vega 5Cnc106W,columbia missouri,Airlines Braniff,0.0,1.0,1.0,1934-01-08
1934,Qtr 4,1,10,Unknown,Ford,Ford 4 At,palma soriano cuba,Aviacion de Cubana,0.0,4.0,8.0,1934-01-10
1934,Qtr 4,1,20,Unknown,Douglas,Douglas Dc 2,rutbah wells syria,Airlines Dutch Royal KLM,0.0,7.0,7.0,1934-01-20
1934,Qtr 4,1,22,United States,Lockheed,Lockheed Orion 9Dnc12286,sunbright tennessee,Airlines American,0.0,1.0,1.0,1934-01-22
1934,Qtr 4,1,31,Unknown,Tupolev,Tupolev Ant 9,?aeroflot,Unknown,0.0,10.0,10.0,1934-01-31
1935,Qtr 1,1,8,Unknown,Westland Wapiti,Wapiti,near karachi pakistan,Force Air Indian,15.0,0.0,2.0,1935-01-08
1935,Qtr 1,1,26,United States,Consolidated,Consolidated Fleetsternc13212,pittsburgh pennsylvania,Air Western and Continental Trans,0.0,1.0,1.0,1935-01-26
1935,Qtr 1,1,31,Unknown,Junkers,Junkers Ju 52/3Md,stettin germany,Deruluft,0.0,11.0,11.0,1935-01-31
1935,Qtr 1,1,12,United States,Goodyear Aerospace,Goodyear Zeppelin U.S.S. Macon (Airship)Zrs,off point sur californiia,Navy US - Military,0.0,2.0,83.0,1935-01-12
1935,Qtr 1,1,7,Unknown,Rohrbach,Rochrbach Rolandd Ajyp,schievelbein germany,Deruluft,0.0,0.0,3.0,1935-01-07
1935,Qtr 1,1,15,Unknown,De Havilland,De Havilland Dragon 1Su Abi,el arish egypt,Misrair,0.0,3.0,6.0,1935-01-15
1935,Qtr 1,1,29,Unknown,Junkers,Junkers F 13D,off samland germany,Lufthansa Deutsche,0.0,5.0,5.0,1935-01-29
1935,Qtr 2,1,1,Unknown,Farman,Farman F 300F,beauvais france,France Air,0.0,1.0,3.0,1935-01-01
1935,Qtr 2,1,6,Unknown,Fokker,Fokker F 12Ph,brilon germany,Airlines Dutch Royal KLM,0.0,7.0,7.0,1935-01-06
1935,Qtr 2,1,1,United States,Lockheed,Lockheed Veganc891E,near walsenberg colorado,Lines Air Varney,0.0,1.0,1.0,1935-01-01
1935,Qtr 2,1,6,United States,Douglas,Douglas Dc 2,atlanta missouri,Air Western and Continental Trans,0.0,5.0,14.0,1935-01-06
1935,Qtr 2,1,18,United States,Ford Model,Ford Model 4 At,flint michigan,Detroit of Service Flying Knowles,0.0,3.0,12.0,1935-01-18
1935,Qtr 2,1,18,Unknown,Tupolev,Tupolev Ant 20 / I,near moscow russia,Eskadril'ya Gor'ky,2.0,50.0,50.0,1935-01-18
1935,Qtr 2,1,27,United States,Boeing,Boeing 221Nc725W,glendo wyoming,Service Air Wyoming,0.0,1.0,1.0,1935-01-27
1935,Qtr 2,1,28,United States,Stinson,Stinson Sm6000B Tri Motornc10894,maywood illinois,Airlines Southern and Chicago,0.0,2.0,2.0,1935-01-28
1935,Qtr 2,1,29,Honduras,Uknown,,san barbra honduras?,Unknown,0.0,6.0,9.0,1935-01-29
1935,Qtr 2,1,24,Unknown,Ford,Ford Tri Motor / Ford Tri,medellin colombia,SCADTA / Columbiano Aereo Servicio,0.0,17.0,20.0,1935-01-24
1935,Qtr 3,1,14,Unknown,Fokker,Fokker F Xxiiph,amsterdam netherlands,Airlines Dutch Royal KLM,0.0,6.0,20.0,1935-01-14
1935,Qtr 3,1,19,United States,Unknown,General 102 Enc,off chandeleur island mississippi,Corporation Service Air Wedell-Williams,0.0,2.0,2.0,1935-01-19
